Language,Speaker,Task,Dial_List,Accent,Sentence,VQ,Vowel_type,Vowel,seg_Start,seg_End,H1_Mean,H1_1,H1_2,H1_3,H2_Mean,H2_1,H2_2,H2_3,H1H2_Mean,H1H2_1,H1H2_2,H1H2_3,H2H4_Mean,H2H4_1,H2H4_2,H2H4_3,H1A1_Mean,H1A1_1,H1A1_2,H1A1_3,H1A2_Mean,H1A2_1,H1A2_2,H1A2_3,H1A3_Mean,H1A3_1,H1A3_2,H1A3_3,CPP_Mean,CPP_1,CPP_2,CPP_3,F0_Mean,F0_1,F0_2,F0_3,CQ_H_Mean,CQ_H_1,CQ_H_2,CQ_H_3,peak_Vel_Mean,peak_Vel_1,peak_Vel_2,peak_Vel_3
French,S13,Reading,American,British,P25,M,Low,PLAT,941.852,1193.219,10.809,11.552,11.976,8.940,6.059,5.418,8.801,4.050,4.750,6.135,3.175,4.890,10.035,8.507,10.131,11.487,26.491,24.425,31.519,23.667,29.269,22.894,34.135,30.921,27.469,26.264,31.729,24.546,22.641,23.775,22.376,21.769,165.829,164.656,157.058,175.529,0.639,0.628,0.535,0.754,258.711,337.058,261.395,177.679
French,S13,Reading,American,British,P26,M,High,IL,830.388,997.536,3.086,0.045,5.099,4.168,-2.325,-1.595,-2.764,-2.635,5.412,1.639,7.863,6.802,4.066,4.340,4.273,3.589,13.995,8.110,14.423,19.517,22.868,20.308,25.435,22.935,6.458,-1.625,12.511,8.637,19.585,14.294,21.558,22.939,171.816,160.396,169.573,185.425,0.581,0.648,0.640,0.487,210.778,179.800,195.713,242.170
French,S13,Reading,American,British,P27,C,Low,PLAT,980.774,1165.924,4.069,6.152,4.868,1.241,-0.787,1.523,0.833,-4.654,4.857,4.629,4.034,5.895,12.896,15.738,12.324,10.597,30.456,36.477,30.942,24.075,39.034,43.932,39.813,33.535,26.656,30.051,30.239,19.850,17.678,17.936,19.549,15.554,137.893,142.232,134.759,136.540,0.533,0.475,0.533,0.590,138.053,181.119,136.313,98.169
French,S13,Reading,American,British,P6,M,Low,PÂTE,1010.355,1221.862,10.726,11.061,11.871,9.287,6.969,7.995,9.043,3.950,3.757,3.066,2.828,5.338,10.124,12.409,10.245,7.782,23.989,25.354,26.494,20.194,29.098,30.704,30.356,26.293,23.489,26.140,26.495,17.937,24.825,23.301,25.710,25.542,165.195,156.173,161.290,177.989,0.598,0.531,0.543,0.721,249.557,250.331,233.670,264.897
French,S13,Reading,American,British,P9,M,High,IL,872.841,1065.063,0.806,4.035,1.156,-2.730,-3.644,-1.288,-5.617,-4.064,4.450,5.323,6.773,1.334,4.356,3.578,5.177,4.308,13.517,17.680,14.006,8.940,21.971,23.086,23.872,19.013,13.322,14.657,15.625,9.790,19.158,19.080,18.232,20.156,165.424,153.950,157.232,184.967,0.532,0.682,0.515,0.402,134.585,142.197,115.706,145.678
English,S14,Reading,American,British,P1,C,Low,TRAP,955.893,1180.948,2.741,5.302,3.589,-0.638,-8.493,-7.536,-8.043,-9.871,11.235,12.839,11.632,9.233,1.882,-0.182,2.330,3.536,21.796,22.725,24.685,18.008,21.066,20.360,23.313,19.552,24.035,22.667,24.511,24.921,18.770,22.130,18.868,15.354,204.260,205.649,199.903,207.103,0.719,0.668,0.704,0.783,132.383,148.759,127.507,121.319
English,S14,Reading,American,British,P11,M,High,KIT,819.091,936.120,-3.026,-1.291,-2.696,-5.010,0.777,-1.061,2.881,0.551,-3.803,-0.230,-5.577,-5.561,5.380,2.896,7.741,5.561,5.705,12.052,4.719,0.534,12.417,12.958,12.197,12.117,11.945,8.915,10.875,16.054,19.350,18.186,20.026,19.979,224.177,224.042,227.666,220.838,0.664,0.696,0.652,0.640,159.734,192.722,145.928,138.183
English,S14,Reading,American,British,P13,M,High,FLEECE,1056.004,1195.538,-1.361,0.665,-0.968,-3.746,0.232,-0.563,2.500,-1.137,-1.593,1.227,-3.469,-2.609,4.984,4.778,6.002,4.243,6.663,13.996,3.930,2.009,15.294,16.379,14.429,15.061,10.376,11.605,8.638,10.832,19.133,17.735,22.910,16.939,207.662,215.197,204.119,203.452,0.675,0.699,0.643,0.685,138.630,163.860,134.764,117.898
English,S14,Reading,American,British,P14,C,High,KIT,1229.575,1371.359,-4.249,-1.304,-2.289,-9.046,-3.663,-1.474,-2.383,-7.101,-0.586,0.171,0.094,-1.945,0.938,3.332,1.349,-1.832,7.005,12.649,8.370,0.207,12.470,15.327,12.751,9.382,9.983,7.695,9.015,13.276,16.897,18.498,17.961,14.322,263.460,221.663,276.278,291.723,0.779,0.665,0.815,0.879,191.710,222.415,180.525,167.241
English,S14,Reading,American,British,P16,M,High,GOOSE,831.644,1049.948,1.456,4.331,1.920,-1.826,0.828,6.268,0.841,-4.543,0.628,-1.937,1.079,2.717,5.937,3.428,7.118,7.263,10.138,1.692,12.547,16.135,19.583,16.021,19.546,23.155,17.696,17.228,18.445,17.435,19.122,17.789,21.177,18.421,196.495,203.893,193.754,191.920,0.729,0.712,0.737,0.740,180.496,206.762,186.416,147.863
English,S14,Reading,American,British,P19,M,High,GOOSE,756.544,983.849,0.200,3.687,-0.052,-3.001,2.902,7.034,3.283,-1.550,-2.702,-3.348,-3.335,-1.451,3.263,1.252,3.716,4.801,1.729,0.447,0.179,4.509,17.215,14.804,17.526,19.274,13.250,11.275,13.612,14.826,19.793,20.998,20.411,18.024,197.388,201.919,194.695,195.583,0.768,0.777,0.767,0.758,225.786,273.549,232.167,159.416
English,S14,Reading,American,British,P2,C,High,KIT,954.242,1123.034,-0.809,2.811,0.689,-5.977,-0.605,0.455,-3.284,0.976,-0.204,2.357,3.973,-6.952,4.046,3.922,3.090,5.110,11.052,16.527,16.454,0.159,14.177,13.909,16.371,12.259,9.900,7.504,8.260,13.852,19.731,19.922,19.744,19.549,157.821,202.675,168.479,101.123,0.758,0.685,0.759,0.859,163.520,196.153,147.645,140.875
English,S14,Reading,American,British,P21,M,High,FLEECE,1061.090,1277.143,-0.772,-0.054,1.152,-3.385,1.784,2.510,3.980,-1.098,-2.556,-2.565,-2.828,-2.287,3.207,1.964,3.388,4.290,0.264,0.042,0.003,0.740,16.015,13.802,16.370,17.886,8.309,6.205,8.732,10.006,19.365,19.451,21.672,17.009,205.333,216.020,202.734,197.198,0.794,0.780,0.806,0.797,185.665,211.944,185.783,146.345
English,S14,Reading,American,British,P22,M,High,FLEECE,1602.404,1714.932,-10.157,-8.752,-8.261,-13.453,-7.044,-6.288,-5.609,-9.153,-3.113,-2.464,-2.652,-4.300,-1.197,-1.122,-1.148,-1.299,1.465,1.629,2.187,0.549,9.728,10.356,10.835,7.969,3.035,3.939,2.619,2.434,15.116,14.144,16.056,15.207,319.134,319.685,319.685,318.074,0.770,0.745,0.786,0.781,152.693,164.794,153.703,135.585
English,S14,Reading,American,British,P23,C,High,GOOSE,978.035,1110.818,-0.638,-3.128,2.948,-1.670,-7.925,-8.424,-8.037,-7.326,7.287,5.296,10.984,5.657,3.962,6.317,3.262,2.255,11.870,12.062,14.331,9.266,23.396,20.124,26.924,23.214,12.564,8.051,15.043,14.715,18.118,16.778,21.883,15.676,201.432,216.844,203.128,184.544,0.740,0.712,0.728,0.805,184.066,211.858,178.991,153.671
English,S14,Reading,American,British,P24,C,High,GOOSE,1271.087,1496.142,0.146,4.745,0.500,-4.807,1.543,1.912,0.063,2.689,-1.398,2.833,0.437,-7.497,10.338,12.437,11.579,6.996,10.697,19.162,11.538,1.331,23.810,24.205,24.744,22.450,10.245,10.981,10.368,9.402,19.169,21.099,18.077,18.343,161.298,209.967,173.381,100.250,0.795,0.758,0.765,0.860,193.429,246.837,182.384,151.067
English,S14,Reading,American,British,P25,C,High,FLEECE,1258.497,1436.290,-3.594,-1.780,-0.024,-8.896,-4.678,-0.783,-1.983,-11.279,1.084,-0.998,1.959,2.382,2.118,3.528,3.702,-0.885,4.426,4.424,6.437,2.488,19.058,17.527,21.169,18.594,10.502,8.571,10.928,12.060,16.333,16.497,17.323,15.225,194.802,199.454,186.107,198.305,0.756,0.786,0.733,0.719,134.149,148.369,130.470,79.236
English,S14,Reading,American,British,P26,C,High,FLEECE,1556.981,1694.265,-1.483,-0.123,1.432,-5.784,-1.854,-3.350,-2.181,-0.038,0.371,3.227,3.613,-5.746,2.843,3.075,3.209,2.224,11.341,15.081,14.715,4.212,18.339,18.308,18.613,18.074,13.069,13.424,13.262,12.463,17.217,15.507,17.921,18.276,167.339,211.807,184.630,103.633,0.811,0.757,0.819,0.876,153.525,158.392,151.107,150.692
English,S14,Reading,American,British,P27,C,Low,LOT,1533.010,1773.819,-3.599,1.833,-4.357,-8.239,-5.213,-8.463,0.302,-7.659,1.615,10.296,-4.660,-0.580,5.261,-1.155,8.944,7.885,11.351,18.243,10.999,4.870,19.395,24.106,15.953,18.269,8.424,13.581,6.545,5.197,17.703,18.624,19.840,14.603,185.478,213.005,122.419,222.592,0.768,0.701,0.827,0.821,187.907,214.939,163.139,179.800
English,S14,Reading,American,British,P5,C,High,KIT,1110.736,1209.760,-1.757,-2.110,1.310,-4.334,-8.588,-5.041,-14.144,-6.681,6.831,2.931,15.455,2.346,0.372,2.755,-1.915,0.230,11.844,10.670,19.600,5.516,18.803,17.185,24.545,14.854,18.661,13.991,23.230,18.859,16.325,16.431,16.341,16.224,233.519,227.439,231.348,241.759,0.758,0.700,0.727,0.849,150.958,165.960,136.830,154.333
English,S14,Reading,American,British,P6,C,Low,TRAP,1030.645,1255.700,1.615,6.461,3.002,-4.580,1.716,-1.766,0.618,6.343,-0.101,8.227,2.384,-10.923,9.718,4.234,11.731,13.189,25.558,22.937,28.539,25.260,28.549,27.426,29.845,28.385,22.270,22.051,24.417,20.405,20.716,21.557,20.510,20.111,154.133,203.035,148.838,110.544,0.758,0.690,0.779,0.862,148.155,165.411,140.616,126.997
English,S14,Reading,American,British,P7,M,High,FLEECE,1443.641,1628.186,-1.923,-1.230,-0.819,-3.690,-0.215,1.481,0.025,-2.121,-1.708,-2.711,-0.844,-1.569,5.483,3.716,6.829,5.923,8.366,3.553,12.898,8.665,16.462,11.401,17.966,19.990,8.072,1.679,10.583,11.975,18.420,19.382,19.421,16.537,196.528,206.405,191.961,191.185,0.774,0.771,0.778,0.773,144.809,175.706,141.295,121.090
French,S14,Reading,American,British,P1,M,Low,PLAT,1052.378,1207.666,1.544,6.562,2.573,-4.459,-8.689,-4.920,-5.414,-15.638,10.232,11.482,7.987,11.179,6.452,15.936,3.813,-0.452,27.542,40.299,22.169,20.038,31.879,39.664,29.276,26.674,27.523,37.812,26.741,18.038,19.426,17.778,22.995,17.588,195.324,207.732,187.038,190.938,0.726,0.691,0.739,0.742,168.905,223.351,164.037,123.814
French,S14,Reading,American,British,P10,M,High,RUE,1209.021,1344.054,2.687,4.392,2.925,0.747,4.752,6.608,5.276,2.384,-2.066,-2.216,-2.352,-1.637,1.637,1.421,1.829,1.693,0.607,1.124,0.479,0.215,13.835,11.807,14.708,15.001,15.675,14.597,15.231,17.189,17.908,18.447,18.608,16.662,194.584,197.122,193.483,193.108,0.675,0.671,0.655,0.699,240.223,258.058,244.618,217.993
French,S14,Reading,American,British,P11,M,High,ROUE,803.162,938.195,-0.650,-2.092,0.124,0.045,1.188,0.094,3.314,0.230,-1.838,-2.186,-3.190,-0.185,8.425,3.406,12.040,9.847,6.582,1.291,4.270,14.098,19.054,19.504,17.929,19.669,3.630,-1.235,2.104,9.943,17.111,16.370,16.360,18.642,198.656,207.728,196.287,191.885,0.717,0.705,0.709,0.736,179.454,192.124,183.189,164.176
French,S14,Reading,American,British,P13,M,High,RUE,1134.894,1274.428,-0.872,-5.521,1.214,1.721,0.124,-3.831,2.284,1.969,-0.997,-1.691,-1.070,-0.248,3.417,0.867,4.591,4.811,3.547,0.431,3.913,6.278,14.446,13.871,15.294,14.157,9.185,5.472,12.266,9.871,19.426,14.831,21.186,22.278,210.175,217.506,208.866,204.097,0.600,0.600,0.579,0.621,214.168,234.691,220.541,193.957
French,S14,Reading,American,British,P14,M,High,IL,1063.122,1126.137,1.199,0.296,2.756,0.728,-3.579,-13.958,0.960,2.490,4.778,14.254,1.796,-1.762,8.073,14.286,5.334,4.443,19.942,45.155,11.011,3.305,22.272,40.056,15.758,10.729,12.483,25.475,7.464,4.300,18.907,15.258,20.715,20.823,201.571,209.990,199.470,195.072,0.642,0.634,0.621,0.667,199.789,201.477,198.295,200.238
French,S14,Reading,American,British,P15,M,High,ROUE,947.084,1066.363,-1.567,-9.025,1.179,3.398,-0.351,-5.719,3.055,1.796,-1.216,-3.307,-1.876,1.601,9.279,6.123,12.673,9.266,5.661,0.448,3.632,13.062,17.165,9.251,19.872,22.635,4.537,-1.616,4.676,10.751,17.941,15.274,18.103,20.504,205.155,215.452,202.841,196.919,0.694,0.723,0.691,0.683,256.743,285.410,264.775,234.377
French,S14,Reading,American,British,P16,C,Low,PLAT,1060.091,1214.442,2.920,5.431,5.524,-2.134,-0.184,-4.058,-1.100,4.665,3.105,9.489,6.625,-6.799,5.574,0.912,4.297,11.571,19.494,21.757,21.380,15.353,26.055,27.203,27.781,23.263,17.245,18.201,20.007,13.603,22.342,22.305,21.305,23.421,169.732,206.254,198.168,104.887,0.690,0.577,0.723,0.762,177.889,187.873,176.257,170.273
French,S14,Reading,American,British,P18,M,Low,PLAT,1056.519,1180.299,5.253,6.357,5.244,4.176,-2.137,-0.167,-2.101,-4.130,7.390,6.525,7.345,8.305,7.294,10.749,5.235,5.831,23.911,26.937,22.431,22.315,28.138,31.992,25.389,26.927,25.482,25.301,26.047,25.100,22.741,19.776,24.162,24.362,196.209,205.273,193.641,189.644,0.613,0.533,0.623,0.682,170.255,182.937,165.564,162.688
French,S14,Reading,American,British,P19,M,Low,PLAT,1167.871,1325.409,2.714,6.344,3.378,-1.594,-13.537,-5.601,-10.759,-24.329,16.251,11.945,14.137,22.735,6.087,16.865,10.696,-9.550,36.185,41.452,37.356,29.759,31.845,39.602,32.952,22.902,29.641,37.112,31.866,19.871,21.159,23.678,23.764,16.077,191.387,190.433,189.760,193.924,0.759,0.735,0.765,0.778,133.743,160.200,135.815,105.253
French,S14,Reading,American,British,P22,M,Low,PLAT,1145.898,1278.681,4.656,4.689,4.711,4.593,-3.655,-3.795,-2.824,-4.297,8.311,8.483,7.534,8.890,5.351,6.507,5.854,3.671,25.667,27.738,26.557,22.754,29.585,32.714,27.282,28.681,23.300,23.822,23.459,22.620,22.870,20.042,24.432,24.179,193.029,202.322,188.732,187.960,0.732,0.729,0.742,0.724,175.919,188.489,170.616,170.652
French,S14,Reading,American,British,P23,M,High,IL,911.051,1007.825,-0.726,-4.317,2.283,-0.075,1.811,-2.295,4.612,3.213,-2.537,-2.022,-2.329,-3.288,4.074,1.619,5.356,5.307,2.292,0.495,4.182,2.196,15.530,16.158,16.143,14.303,-0.010,-4.489,0.208,4.284,21.908,16.058,24.898,24.826,206.389,215.728,205.645,197.796,0.692,0.663,0.707,0.698,213.129,233.896,214.553,196.778
French,S14,Reading,American,British,P25,C,Low,PLAT,979.062,1125.348,0.452,3.401,0.991,-3.080,-10.575,-5.238,-7.664,-18.898,11.027,8.638,8.655,15.818,0.226,1.904,2.747,-3.963,21.609,19.397,22.430,23.041,22.284,19.466,23.215,24.260,21.572,21.556,21.591,21.595,18.873,20.371,21.325,14.930,200.101,195.196,192.788,212.575,0.730,0.718,0.781,0.680,160.532,179.319,160.184,137.250
French,S14,Reading,American,British,P26,M,High,IL,1029.436,1175.722,-0.186,-0.565,0.764,-0.732,0.124,3.203,1.013,-3.796,-0.310,-3.768,-0.249,3.064,5.544,5.142,6.663,4.870,11.991,1.273,13.527,21.160,16.551,17.385,16.833,15.424,7.840,4.317,9.847,9.374,20.008,18.614,21.239,20.178,194.093,199.570,193.685,189.001,0.656,0.613,0.672,0.685,193.064,217.410,192.308,169.457
French,S14,Reading,American,British,P27,M,Low,PLAT,925.186,1118.733,2.952,4.197,4.438,0.277,-4.156,-0.316,-2.453,-9.610,7.108,4.513,6.892,9.887,2.632,0.934,4.097,2.981,21.804,20.547,22.595,22.285,25.070,24.166,25.842,25.227,16.728,16.125,19.728,14.451,22.471,20.254,25.290,21.998,189.841,200.651,186.510,182.192,0.593,0.535,0.525,0.718,194.640,231.250,195.023,158.784
French,S14,Reading,American,British,P6,C,Low,PÂTE,1105.594,1296.770,3.263,6.609,5.317,-2.036,-2.141,0.807,0.672,-7.777,5.404,5.802,4.646,5.741,5.373,5.660,7.788,2.763,18.713,21.736,20.416,14.158,25.247,26.849,27.311,21.631,18.629,22.229,22.451,11.304,19.671,21.068,21.718,16.355,206.978,199.577,201.548,219.443,0.773,0.750,0.764,0.827,182.075,197.847,182.900,153.365
French,S14,Reading,American,British,P9,M,High,IL,911.755,1080.546,-0.760,-0.850,-0.609,-0.817,-1.080,1.804,0.076,-5.009,0.320,-2.654,-0.685,4.191,4.640,3.937,5.344,4.665,11.325,2.003,10.857,20.936,17.594,14.652,16.760,21.300,8.209,3.340,6.405,14.760,20.335,20.423,21.261,19.399,194.405,198.445,193.080,191.676,0.726,0.717,0.719,0.742,159.081,190.280,160.357,126.605
English,S15,Reading,American,American,P1,M,Low,TRAP,772.610,970.152,2.498,3.876,3.282,0.377,-5.910,-3.510,-4.526,-9.609,8.407,7.385,7.807,9.987,7.004,4.091,15.192,1.889,21.720,20.205,23.976,21.048,24.592,21.731,31.671,20.508,26.104,25.136,31.340,21.954,21.023,23.155,21.803,18.169,194.281,188.607,191.393,202.692,0.686,0.673,0.650,0.745,146.513,160.821,150.677,124.345
English,S15,Reading,American,American,P11,M,High,KIT,758.214,909.862,2.543,3.535,3.255,0.891,-7.098,-3.904,-7.227,-10.160,9.641,7.439,10.482,11.051,-4.523,-0.966,-7.483,-5.253,11.113,10.969,10.604,11.736,9.562,10.778,9.851,8.043,17.088,17.619,17.336,16.349,23.590,19.664,26.493,24.743,191.388,199.927,187.792,186.245,0.770,0.739,0.785,0.785,160.263,180.043,158.494,142.047
English,S15,Reading,American,American,P13,M,High,FLEECE,694.255,883.816,0.922,0.567,1.551,0.671,-2.014,-1.076,1.326,-6.271,2.936,1.643,0.224,6.941,3.591,2.308,5.284,3.166,16.865,17.572,15.627,17.497,1.279,5.965,-2.229,0.132,10.066,11.138,7.300,11.804,25.267,22.938,27.520,25.364,200.471,213.768,199.277,188.358,0.648,0.601,0.608,0.748,196.882,228.942,191.487,166.922
English,S15,Reading,American,American,P14,M,High,KIT,798.550,992.101,-0.888,4.477,1.849,-8.939,-9.645,-6.454,-10.077,-12.378,8.756,10.931,11.926,3.439,-3.643,-3.625,-7.251,-0.054,11.644,13.966,14.514,6.490,13.335,19.069,12.252,8.775,16.560,20.512,15.400,13.806,21.201,21.022,23.516,19.040,196.076,206.297,194.548,187.287,0.801,0.780,0.821,0.812,140.107,160.434,124.937,112.600
English,S15,Reading,American,American,P16,M,High,GOOSE,526.752,738.261,5.949,6.350,6.610,4.875,3.793,11.024,2.144,-1.733,2.156,-4.674,4.466,6.607,2.554,8.636,0.820,-1.777,10.463,2.890,16.131,12.329,15.077,14.619,11.289,19.303,15.766,8.824,19.559,18.892,25.258,23.692,26.583,25.469,187.300,195.303,186.535,180.028,0.722,0.654,0.737,0.776,233.685,281.144,225.881,193.921
English,S15,Reading,American,American,P19,M,High,GOOSE,619.915,811.470,5.036,5.872,5.111,4.099,2.517,5.019,4.664,-2.112,2.518,0.853,0.447,6.211,0.762,0.731,0.951,0.622,18.367,17.537,20.412,17.156,20.744,18.231,19.931,24.081,15.727,15.220,13.815,18.151,25.020,23.674,26.464,24.929,184.287,185.567,184.274,183.001,0.630,0.631,0.625,0.634,212.153,242.586,214.752,179.120
English,S15,Reading,American,American,P2,M,High,KIT,716.740,886.346,-0.764,1.923,0.404,-4.611,-10.645,-8.785,-10.506,-12.619,9.881,10.708,10.910,8.008,-5.010,-7.822,-7.055,-0.135,11.893,11.143,11.927,12.603,9.737,8.202,7.078,13.904,13.001,11.050,10.397,17.512,21.982,24.207,23.773,17.962,197.983,190.404,193.649,210.173,0.652,0.643,0.556,0.815,124.461,131.179,132.930,101.583
English,S15,Reading,American,American,P21,M,High,FLEECE,841.913,1023.491,0.467,-0.133,0.446,1.108,2.861,4.392,4.837,-0.585,-2.394,-4.525,-4.391,1.693,5.781,3.936,6.543,6.885,7.069,1.326,2.255,17.550,12.554,9.787,11.145,16.694,17.116,12.933,16.262,22.137,19.262,18.891,19.638,19.256,197.878,209.532,193.967,190.118,0.748,0.723,0.763,0.758,209.039,236.741,203.017,188.170
English,S15,Reading,American,American,P22,M,High,FLEECE,1453.543,1597.210,2.455,1.488,3.531,2.379,-2.541,-5.408,2.427,-4.577,4.996,6.896,1.104,6.955,2.794,-0.080,4.952,3.522,16.319,15.877,17.002,16.224,10.039,8.911,10.663,10.511,14.661,14.651,14.392,14.933,23.385,20.152,25.349,24.676,201.288,215.312,203.361,185.509,0.624,0.550,0.546,0.776,195.615,221.008,198.883,166.952
English,S15,Reading,American,American,P23,M,High,GOOSE,843.908,1023.491,1.531,-0.282,3.518,1.411,-6.499,-5.265,-5.908,-8.359,8.030,4.983,9.426,9.770,0.010,1.635,-0.782,-0.879,14.718,14.908,14.646,14.593,20.656,18.952,21.004,22.038,16.469,15.824,17.900,15.681,23.123,19.947,24.173,25.340,203.308,213.241,200.417,196.065,0.710,0.650,0.715,0.765,176.606,194.179,174.900,160.548
English,S15,Reading,American,American,P24,M,High,GOOSE,878.365,1121.800,3.750,5.281,5.010,0.964,-6.260,-4.751,-4.968,-9.063,10.010,10.032,9.978,10.027,1.453,0.274,1.624,2.466,13.828,13.012,14.711,13.780,25.733,27.151,25.054,25.033,17.374,17.475,15.462,19.176,24.766,23.841,26.479,24.024,189.496,190.929,195.245,182.366,0.680,0.615,0.653,0.773,201.390,229.988,207.610,166.572
English,S15,Reading,American,American,P25,M,High,FLEECE,1015.617,1193.205,1.973,0.809,3.643,1.522,-2.409,1.128,-1.095,-7.179,4.382,-0.319,4.738,8.701,4.154,4.591,5.409,2.505,16.918,14.181,20.289,16.221,15.188,9.894,15.633,20.049,15.680,11.623,16.940,18.545,23.910,20.913,26.714,24.147,196.312,207.613,193.145,188.091,0.783,0.773,0.782,0.794,199.371,226.635,197.640,175.715
English,S15,Reading,American,American,P26,M,High,FLEECE,1215.055,1404.615,5.612,5.315,6.984,4.590,-5.888,-4.583,-10.070,-3.062,11.500,9.897,17.053,7.652,-0.316,0.157,-3.513,2.352,16.985,14.257,20.388,16.377,19.961,20.217,22.857,16.907,22.050,21.533,24.529,20.203,22.506,21.436,23.583,22.530,203.703,204.583,208.001,198.670,0.737,0.734,0.729,0.751,187.657,205.084,191.278,164.795
English,S15,Reading,American,American,P27,C,Low,LOT,1255.902,1526.324,-1.034,1.537,0.639,-5.252,-8.788,-3.460,-6.166,-16.709,7.754,4.997,6.805,11.457,1.418,4.397,2.052,-2.204,16.498,17.704,18.772,13.008,18.996,20.770,16.451,19.753,8.774,12.680,6.904,6.693,22.693,23.431,27.370,17.364,192.579,199.018,189.581,189.079,0.761,0.703,0.774,0.813,143.740,165.025,143.681,119.289
English,S15,Reading,American,American,P5,M,High,KIT,878.777,1038.407,1.661,0.964,3.452,0.623,-9.540,-9.149,-9.232,-10.243,11.201,10.113,12.684,10.866,-8.970,-9.148,-11.090,-6.750,13.577,14.221,14.342,12.191,12.954,15.952,15.350,7.550,14.318,13.663,16.296,13.103,23.429,20.880,25.201,24.254,195.648,202.923,194.182,189.814,0.560,0.579,0.566,0.535,180.216,204.040,184.335,153.543
English,S15,Reading,American,American,P6,M,Low,TRAP,842.020,1049.538,0.593,3.717,2.050,-3.892,-4.010,-0.747,-3.021,-8.172,4.603,4.464,5.071,4.280,9.564,6.252,14.573,7.994,18.137,17.366,19.774,17.295,24.702,23.191,29.538,21.506,22.896,23.021,27.837,18.035,21.869,23.756,23.805,18.133,195.006,192.480,191.678,200.710,0.798,0.805,0.794,0.780,125.501,135.675,118.812,103.645
English,S15,Reading,American,American,P7,M,High,FLEECE,1223.564,1413.124,3.061,2.748,3.130,3.310,0.765,0.601,4.025,-2.246,2.296,2.147,-0.895,5.555,4.268,4.653,4.511,3.641,15.908,17.121,12.348,18.216,7.450,11.270,2.859,8.110,15.575,18.389,12.162,16.131,24.515,21.385,26.129,26.097,200.223,202.867,205.816,192.096,0.718,0.632,0.746,0.780,177.920,197.900,175.041,159.659
French,S15,Reading,American,American,P1,M,Low,PLAT,867.654,1059.210,2.550,3.306,4.595,-0.173,-6.223,-7.205,-3.121,-8.215,8.773,10.511,7.716,8.042,14.866,13.976,17.106,13.585,27.606,28.393,27.135,27.296,37.416,37.085,39.256,36.004,28.407,28.855,30.995,25.477,19.980,18.894,21.557,19.566,187.448,196.822,182.793,182.531,0.784,0.789,0.785,0.774,128.418,128.320,131.917,122.361
French,S15,Reading,American,American,P10,M,High,RUE,752.435,880.138,4.276,4.592,4.375,3.856,9.095,8.852,9.873,8.573,-4.819,-4.260,-5.498,-4.717,4.899,4.634,5.317,4.771,0.461,0.527,0.556,0.300,16.250,17.472,15.289,15.948,18.316,22.261,20.918,11.810,21.846,21.602,23.730,20.243,202.097,200.061,203.798,202.511,0.665,0.644,0.655,0.694,236.305,237.244,230.248,241.284
French,S15,Reading,American,American,P11,M,High,ROUE,628.095,775.752,2.277,0.946,3.039,2.861,5.063,4.417,6.812,3.974,-2.786,-3.471,-3.773,-1.114,6.761,8.824,6.334,5.177,2.528,0.910,0.980,5.690,17.251,16.917,17.154,17.719,5.352,-1.879,6.797,11.133,16.554,15.880,16.802,16.956,206.583,206.686,206.436,206.657,0.693,0.674,0.692,0.713,219.327,227.439,226.202,204.341
French,S15,Reading,American,American,P13,M,High,RUE,775.867,909.557,1.776,-0.594,2.356,3.538,-1.024,-2.572,-0.946,0.402,2.799,1.977,3.302,3.136,4.419,5.234,4.032,3.998,19.048,16.809,19.919,20.427,16.083,10.321,15.943,21.885,17.196,16.805,17.789,17.035,18.973,18.165,19.174,19.560,181.032,179.066,181.652,182.381,0.737,0.738,0.732,0.740,189.432,189.764,191.439,187.138
